Title,Authors,Publication date,Keywords,Abstract,Highlights,Url,Doi
"Burden of osteoporosis and costs associated with human biomonitored cadmium exposure in three European countries: France, Spain and Belgium","Eva Ougier, Karine Fiore, Christophe Rousselle, Ricardo Assunção, Carla Martins, Jurgen Buekers",2021-04,Cadmium (Cd); Disability-adjusted life year (DALY)/Quality-adjusted life year (QALY); Disease burden; HBM4EU; Human biomonitoring (HBM); Osteoporosis; Population attributable fraction.,"Cadmium (Cd) is a toxic heavy metal widespread in the environment leading to human exposure in particular through diet (when smoking is excluded), as documented by recent human biomonitoring (HBM) surveys. Exposure to Cd at environmental low-exposure levels has been associated with adverse effects such as renal toxicity and more recently bone effects. The implication, even if limited, of Cd in the etiology of osteoporosis can be of high importance at the population level given the significant prevalence of osteoporosis and the ubiquitous and life-long exposure to Cd. Therefore, the osteoporosis cases attributable to Cd exposure was estimated in three European countries (Belgium, France and Spain), based on measured urinary Cd levels from HBM studies conducted in these countries. The targeted population was women over 55 years old, for which risk levels associated with environmental Cd exposure were available. Around 23% of the cases were attributed to Cd exposure. Moreover, in a prospective simulation approach of lifelong urinary Cd concentrations assuming different intakes scenarios, future osteoporosis attributable cases were calculated, based on urinary Cd levels measured in women aged under 55. Between 6 and 34% of the considered populations under 55 years were at risk for osteoporosis. Finally, the costs associated to the burden of osteoporosis-related fractures attributable to Cd for each country targeted in this paper were assessed, standing for a major contributing role of Cd exposure in the overall social costs related to osteoporosis. Absolute costs ranged between 0.12 (low estimate in Belgium) and 2.6 billion Euros (high estimate in France) in women currently over 55 years old and at risk for fractures. Our results support the importance of reducing exposure of the general population to Cd.",,https://pubmed.ncbi.nlm.nih.gov/33862487/,https://doi.org/10.1016/j.ijheh.2021.113747
Interlaboratory Comparison Investigations (ICI) and External Quality Assurance Schemes (EQUAS) for Cadmium in urine and blood: results from the HBM4EU project,"Stefanie Nübler, Marta Esteban López, Argelia Castaño, Hans Mol, Moritz Schäfer, Karin Haji-Abbas-Zarrabi, Daniel Bury, Holger M. Koch, Vincent Vaccher, Jean-Philippe Antignac, Darina Dvorakova, Jana Hajslova, Cathrine Thomsen, Katrin Vorkamp, Thomas Göen",2021-03,Cadmium; Human biomonitoring(HBM); HBM4EUI; nterlaboratory comparison investigation(ICI); External quality assurance scheme(EQUAS); Inductively-coupled plasma mass spectrometry(ICP-MS); Atomic absorption spectrometry(AAS),"Human biomonitoring (HBM) of cadmium is essential to assess and prevent toxic exposure. Generally, low cadmium levels in urine and blood of the general population place particularly high demands on quality assurance and control measures (QA/QC) for cadmium determination. One of the aims of the HBM4EU project is to harmonize and advance HBM in Europe. Cadmium is one of the chemicals selected as a priority substance for HBM implementation in the 30 European countries under HBM4EU. For this purpose, analytical comparability and accuracy of the analytical laboratories of participating countries was investigated in a QA/QC programme comprising interlaboratory comparison investigations (ICI) and external quality assurance schemes (EQUAS). This paper presents the evaluation process and discusses the results of four ICI/EQUAS rounds for the determination of cadmium in urine and blood. The majority of the 43 participating laboratories achieved satisfactory results, although low limits of quantification were required to quantify Cd concentrations at general population exposure levels. The relative standard deviation of the participants’ results obtained from all ICI and EQUAS runs ranged from 8 to 36% for cadmium in urine and 8–28% for cadmium in blood. Applying inductively-coupled plasma mass spectrometry (ICP-MS), using an internal standard, and eliminating molybdenum oxide interferences was favourable for the accurate determination of cadmium in urine and blood. Furthermore, the analysis of cadmium in urine was found to have a critical point at approximately 0.05 μg/l, below which variability increased and laboratory proficiency decreased. This QA/QC programme succeeded in establishing a network of laboratories with high analytical comparability and accuracy for the analysis of cadmium across 20 European countries.",,https://www.sciencedirect.com/science/article/pii/S1438463921000249,https://doi.org/10.1016/j.ijheh.2021.113711
Urinary metabolites of non-persistent pesticides and serum hormones in Spanish adolescent males.,"Freire C, Suárez B, Vela-Soria F, Castiello F, Reina-Pérez I, Andersen HR, Olea N, Fernández MF",2021-03,,"Objective
To assess the relationship of urinary concentrations of ethylenethiourea (ETU), the main degradation product of ethylene bis-dithiocarbamate fungicides, 3-phenoxybenzoic acid (3-PBA), a common metabolite of many pyrethroids, and 1-naphthol (1N), a metabolite of the carbamate insecticide carbaryl, with hormone concentrations in adolescent males; and to examine interactions between pesticide metabolites and polymorphisms in xenobiotic metabolizing enzymes, including CYP2C19 and CYP2D6, in relation to hormone concentrations.

Methods
A cross-sectional study was conducted in 134 males from the Spanish Environment and Childhood (INMA)-Granada cohort. Urine and serum samples were collected from participants during the same clinical visit at the age of 15–17 years. First morning urine void was analyzed for concentrations of ETU, 3-PBA, and 1N. Serum was analyzed for concentrations of reproductive hormones (testosterone, 17β-estradiol [E2], dehydroepiandrosterone sulfate [DHEAS], sex hormone binding globulin [SHBG], luteinizing hormone [LH], follicle stimulating hormone [FSH], anti-Müllerian hormone [AMH], and prolactin), thyroid hormones (free thyroxine [FT4], total triiodothyronine [TT3], and thyroid stimulating hormone [TSH]), insulin growth factor 1 (IGF-1), adrenocorticotropic hormone (ACTH), and cortisol. CYP2C19 G681A and CYP2D6 G1846A polymorphisms were determined in blood from 117 participants. Multiple linear regression, interaction terms, and stratified analyses were performed.

Results
Urinary ETU was detected in 74.6% of participants, 1N in 38.1%, and 3-PBA in 19.4%. Positive associations between detectable 3-PBA and TT3 and between detectable 1N and DHEAS were found, and marginally-significant associations of 1N with reduced E2 and FSH were observed. Poor CYP2C19 and CYP2D6 metabolizers (GA and AA genotype carriers) showed a greater increase in DHEAS for detected versus undetected 1N compared with GG genotype carriers. Poor CYP2D6 metabolizers (1846 GA and AA genotypes) evidenced increased cortisol for detected versus undetected ETU.

Conclusions
The associations observed between urinary pesticide metabolites and altered thyroid and reproductive hormones are novel and should be verified in studies with larger sample size. Further research on gene-environment interactions is warranted to establish individual susceptibility to pesticides and the risk of adverse health effects.",,https://www.sciencedirect.com/science/article/abs/pii/S0013935121003108?via%3Dihub,https://doi.org/10.1016/j.envres.2021.111016
Network Analysis to Identify Communities Among Multiple Exposure Biomarkers Measured at Birth in Three Flemish General Population Samples,"lse Ottenbros, Eva Govarts, Erik Lebret, Roel Vermeulen, Greet Schoeters, Jelle Vlaanderen",2021-02,"network analysis, human biomonitoring, multiple exposure biomarkers, mixtures, risk assessment, community detection","Introduction: Humans are exposed to multiple environmental chemicals via different sources resulting in complex real-life exposure patterns. Insight into these patterns is important for applications such as linkage to health effects and (mixture) risk assessment. By providing internal exposure levels of (metabolites of) chemicals, biomonitoring studies can provide snapshots of exposure patterns and factors that drive them. Presentation of biomonitoring data in networks facilitates the detection of such exposure patterns and allows for the systematic comparison of observed exposure patterns between datasets and strata within datasets.

Methods: We demonstrate the use of network techniques in human biomonitoring data from cord blood samples collected in three campaigns of the Flemish Environment and Health Studies (FLEHS) (sampling years resp. 2002–2004, 2008–2009, and 2013–2014). Measured biomarkers were multiple organochlorine compounds, PFAS and metals. Comparative network analysis (CNA) was conducted to systematically compare networks between sampling campaigns, smoking status during pregnancy, and maternal pre-pregnancy BMI.

Results: Network techniques offered an intuitive approach to visualize complex correlation structures within human biomonitoring data. The identification of groups of highly connected biomarkers, “communities,” within these networks highlighted which biomarkers should be considered collectively in the analysis and interpretation of epidemiological studies or in the design of toxicological mixture studies. Network analyses demonstrated in our example to which extent biomarker networks and its communities changed across the sampling campaigns, smoking status during pregnancy, and maternal pre-pregnancy BMI.

Conclusion: Network analysis is a data-driven and intuitive screening method when dealing with multiple exposure biomarkers, which can easily be upscaled to high dimensional HBM datasets, and can inform mixture risk assessment approaches.",,https://www.frontiersin.org/articles/10.3389/fpubh.2021.590038/full,https://doi.org/10.3389/fpubh.2021.590038
Human biomonitoring initiative (HBM4EU): Human biomonitoring guidance values (HBM-GVs) derived for bisphenol A,"Eva Ougier, Florence Zeman, Jean-Philippe Antignac, Christophe Rousselle, Rosa Lange, Marike Kolossa-Gehring, Petra Apel",2021-04,Human biomonitoring (HBM); HBM4EU; Internal exposure; Biomarkers; Endocrine disruptor; Bisphenol A (BPA); Human biomonitoring guidance value (HBM-GV); Physiologically-based pharmacokinetic modelling (PBPK),"The “European Human Biomonitoring Initiative” (HBM4EU) derives human biomonitoring guidance values (HBM-GVs) for the general population (HBM-GVGenPop) and/or for occupationally exposed adults (HBM-GVWorker) for several priority substances and substance groups as identified by policy makers, scientists and stakeholders at EU and national level, including bisphenol A (BPA).

Human exposure to BPA is widespread and of particular concern because of its known endocrine-disrupting properties. Unlike the conjugated forms of BPA circulating in the body, free BPA is known to interact with the nuclear estrogen receptors. Because free BPA is considered to be more toxicologically active than the conjugated forms (e.g. BPA-glucuronide (BPA-G) and BPA-sulfate (BPA-S)), its measurement in blood provides the superior surrogate of the biologically effective dose. However, considering the difficulty of implementing blood sampling in large HBM cohorts, as well as the current analytical capacities complying with the quality assurance (QA)/quality control (QC) schemes, total BPA in urine (i.e. the sum of free and conjugated forms of BPA measured after an hydrolysis of phase II metabolites) was retained as the relevant exposure biomarker for BPA.

HBM-GVGenPop for total BPA in urine of 230 µg/L and 135 µg/L for adults and children, respectively, were developed on the basis of toxicological data. To derive these values, the concentrations of urinary total BPA consistent with a steady-state exposure to the temporary Tolerable Daily Intake (t-TDI) of 4 µg/kg bw/day set in 2015 by the European Food Safety Authority (EFSA) were estimated. The BPA human physiologically-based pharmacokinetic (PBPK) model developed by Karrer et al. (2018) was used, assuming an oral exposure to BPA at the t-TDI level averaged over 24 h. Dermal uptake of BPA is suspected to contribute substantially to the total BPA body burden, which in comparison with the oral route, is generating a higher ratio of free BPA to total BPA in blood. Therefore, an alternative approach for calculating the HBM-GVGenPop according to the estimated relative contributions of both the oral and dermal routes to the global BPA exposure is also discussed.

Regarding BPA exposure at the workplace, the steady-state concentration of urinary total BPA was estimated after a dermal uptake of BPA that would generate the same concentration of free BPA in plasma (considered as the bioactive form) as would a 24 h-averaged intake to the European Chemicals Agency (ECHA)’s oral DNEL of 8 µg BPA/kg bw/day set for workers. The predicted concentration of urinary total BPA at steady-state is equivalent to, or exceeds the 95th percentile of total BPA in urine measured in different European HBM studies conducted in the general population. Thus, no HBM-GVWorker was proposed, as the high background level of BPA coming from environmental exposure - mostly through food intake - is making the discrimination with the occupational exposure to BPA difficult.","HBM-GVs of 230 µg/L and 135 µg/L urinary total BPA derived for adults and children from the general population, respectively.

Allow the interpretation of total urinary BPA concentrations measured in 24-hour or spot-urine samples collected at random times of the day in large-scale studies.

HBM-GVs according to the relative contribution of both the oral and dermal routes to the global BPA exposure also discussed.

No HBM-GV for urinary total BPA proposed for interpreting HBM results of occupationally exposed adults.",https://www.sciencedirect.com/science/article/pii/S0160412021001884?via%3Dihub,https://doi.org/10.1016/j.envint.2021.106563
The European human biomonitoring platform — Design and implementation of a laboratory quality assurance/quality control (QA/QC) programme for selected priority chemicals,"Marta Esteban López, Thomas Göen, Hans Mol, Stefanie Nübler, Karin Haji-Abbas-Zarrabi, Holger M. Koch, Monika Kasper-Sonnenberg, Darina Dvorakova, Jana Hajslova, Jean-Philippe Antignac, Vincent Vaccher, Ingrid Elbers, CathrineThomsen, Katrin Vorkamp, Susana Pedraza – Díaz, Marike Kolossa-Gehring, Argelia Castaño",2021-04,Human biomonitoring (HBM); Interlaboratory comparison investigation (ICI); External Quality assurance scheme (EQUAS); HBM4EU,"A fundamental objective of the human biomonitoring for Europe initiative (HBM4EU) is to progress toward comparable and robust exposure data for a wide variety of prioritized chemicals in human samples. A programme for Quality Assurance/Quality Control (QA/QC) was designed in HBM4EU with the purpose of creating a network of European laboratories providing comparable analytical data of high quality. Two approaches were chosen for two sets of prioritized chemicals with different timelines: (i) Scheme 1, where interested candidate laboratories participated in multiple rounds of proficiency tests (ii) Scheme 2, where selected expert laboratories participated in three rounds of interlaboratory comparison investigations. In both cases, the results were used to identify laboratories capable of generating consistent and comparable results for sample analysis in the frame of HBM4EU. In total, 84 laboratories from 26 countries were invited to participate in Scheme 1 that covered up to 73 biomarkers from Hexamoll® DINCH, phthalates, bisphenols, per- and polyfluoroalkyl substances, halogenated flame retardants (HFRs), organophosporous flame retardants (OPFRs), polycyclic aromatic hydrocarbons (PAH), cadmium, chromium and aromatic amines. 74 of the participants were successful for at least one biomarker in Scheme 1. Scheme 2 involved 22 biomarkers and successful results were obtained by 2 expert laboratories for arsenic, 5 for acrylamide, 4 for mycotoxins, 2 for pesticides and 2 for UV-filters in skin care products. The QA/QC programme allowed the identification of major difficulties and needs in HBM analysis as well of gaining insight in the analytical capacities of European laboratories. Furthermore, it is the first step towards the establishment of a sustainable European network of HBM laboratories.",,https://www.sciencedirect.com/science/article/pii/S1438463921000559?via%3Dihub,https://doi.org/10.1016/j.ijheh.2021.113740
Systemic PFOS and PFOA exposure and disturbed lipid homeostasis in humans: what do we know and what not?,"Styliani Fragki, Hubert Dirven,Tony Fletcher, Bettina Grasl-Kraupp, Kristine Bjerve Gützkow, Ron Hoogenboom, Sander Kersten, Birgitte Lindeman, Jochem Louisse, Ad Peijnenburg, Aldert H. Piersma, Hans M. G. Princen, Maria Uhl, Joost Westerhout, Marco J. Zeilmaker & Mirjam Luijten",2021-04,PFOS; PFOA; HBM4EU; serum levels; lipid perturbation; cholesterol;LDL;triglycerides;lipoprotein metabolism; hepatocytes,"Associations between per- and polyfluoroalkyl substances (PFASs) and increased blood lipids have been repeatedly observed in humans, but a causal relation has been debated. Rodent studies show reverse effects, i.e. decreased blood cholesterol and triglycerides, occurring however at PFAS serum levels at least 100-fold higher than those in humans. This paper aims to present the main issues regarding the modulation of lipid homeostasis by the two most common PFASs, PFOS and PFOA, with emphasis on the underlying mechanisms relevant for humans. Overall, the apparent contrast between human and animal data may be an artifact of dose, with different molecular pathways coming into play upon exposure to PFASs at very low versus high levels. Altogether, the interpretation of existing rodent data on PFOS/PFOA-induced lipid perturbations with respect to the human situation is complex. From a mechanistic perspective, research on human liver cells shows that PFOS/PFOA activate the PPARα pathway, whereas studies on the involvement of other nuclear receptors, like PXR, are less conclusive. Other data indicate that suppression of the nuclear receptor HNF4α signaling pathway, as well as perturbations of bile acid metabolism and transport might be important cellular events that require further investigation. Future studies with human-relevant test systems would help to obtain more insight into the mechanistic pathways pertinent for humans. These studies shall be designed with a careful consideration of appropriate dosing and toxicokinetics, so as to enable biologically plausible quantitative extrapolations. Such research will increase the understanding of possible perturbed lipid homeostasis related to PFOS/ PFOA exposure and the potential implications for human health.",,https://www.tandfonline.com/doi/full/10.1080/10408444.2021.1888073,https://doi.org/10.1080/10408444.2021.1888073
Endocrine disrupting potential of replacement flame retardants – review of current knowledge for nuclear receptors associated with reproductive outcomes,"Lola Bajard, Chander K. Negi, Vicente Mustieles, Lisa Melymuk, Stéphane Jomini, Johanna Barthelemy-Berneron, Mariana F. Fernandez, Ludek Blaha",2021-04,Endocrine disruption; Nuclear receptors; Steroid hormones; Flame retardants; Emerging contaminants; ToxCast,"Background and aim
Endocrine disrupting chemicals (EDCs) constitute a major public health concern because they can induce a large spectrum of adverse effects by interfering with the hormonal system. Rapid identification of potential EDCs using in vitro screenings is therefore critical, particularly for chemicals of emerging concerns such as replacement flame retardants (FRs). The review aimed at identifying (1) data gaps and research needs regarding endocrine disrupting (ED) properties of replacement FRs and (2) potential EDCs among these emerging chemicals.

Methods
A systematic search was performed from open literature and ToxCast/Tox21 programs, and results from in vitro tests on the activities of 52 replacement FRs towards five hormone nuclear receptors (NRs) associated with reproductive outcomes (estrogen, androgen, glucocorticoid, progesterone, and aryl hydrocarbon receptors) were compiled and organized into tables. Findings were complemented with information from structure-based in silico model predictions and in vivo information when relevant.

Results
For the majority of the 52 replacement FRs, experimental in vitro data on activities towards these five NRs were either incomplete (15 FRs) or not found (24 FRs). Within the replacement FRs for which effect data were found, some appeared as candidate EDCs, such as triphenyl phosphate (TPhP) and tris(1,3-dichloropropyl)phosphate (TDCIPP). The search also revealed shared ED profiles. For example, anti-androgenic activity was reported for 19 FRs and predicted for another 21 FRs.

Discussion
This comprehensive review points to critical gaps in knowledge on ED potential for many replacement FRs, including chemicals to which the general population is likely exposed. Although this review does not cover all possible characteristics of ED, it allowed the identification of potential EDCs associated with reproductive outcomes, calling for deeper evaluation and possibly future regulation of these chemicals. By identifying shared ED profiles, this work also raises concerns for mixture effects since the population is co-exposed to several FRs and other chemicals.","Critical lack of data for many replacement FRs ubiquitous and high tonnage.

TPhP and TDCIPP are probable EDCs with anti-AR, anti-PR, estrogenic activities.

Modulation of ER and AR repeatedly confirmed for PBP, ip-TPP or DBE-DBCH.

Replacement FRs share profiles of ED activities, such as anti-androgenicity, raising thus concerns for mixture effects.",https://www.sciencedirect.com/science/article/pii/S0160412021001756?via%3Dihub,https://doi.org/10.1016/j.envint.2021.106550
A Suspect Screening Database for Chemicals of Emerging Concern in Exposome Research.,"Meijer J, Lamoree M, Hamers T, Antignac JP, Hutinet S, Debrauwer L, Covaci A, Huber C, Krauss M, Walker DI, Schymanski EL, Vermeulen R, Vlaanderen J.",2021-03,Annotation database; High-resolution mass spectrometry; Chemicals of emerging concern; Exposome research,"Background
Chemicals of Emerging Concern (CECs) include a very wide group of chemicals that are suspected to be responsible for adverse effects on health, but for which very limited information is available. Chromatographic techniques coupled with high-resolution mass spectrometry (HRMS) can be used for non-targeted screening and detection of CECs, by using comprehensive annotation databases. Establishing a database focused on the annotation of CECs in human samples will provide new insight into the distribution and extent of exposures to a wide range of CECs in humans.

Objectives
This study describes an approach for the aggregation and curation of an annotation database (CECscreen) for the identification of CECs in human biological samples.

Methods
The approach consists of three main parts. First, CECs compound lists from various sources were aggregated and duplications and inorganic compounds were removed. Subsequently, the list was curated by standardization of structures to create “MS-ready” and “QSAR-ready” SMILES, as well as calculation of exact masses (monoisotopic and adducts) and molecular formulas. The second step included the simulation of Phase I metabolites. The third and final step included the calculation of QSAR predictions related to physicochemical properties, environmental fate, toxicity and Absorption, Distribution, Metabolism, Excretion (ADME) processes and the retrieval of information from the US EPA CompTox Chemicals Dashboard.

Results
All CECscreen database and property files are publicly available (DOI: https://doi.org/10.5281/zenodo.3956586). In total, 145,284 entries were aggregated from various CECs data sources. After elimination of duplicates and curation, the pipeline produced 70,397 unique “MS-ready” structures and 66,071 unique QSAR-ready structures, corresponding with 69,526 CAS numbers. Simulation of Phase I metabolites resulted in 306,279 unique metabolites. QSAR predictions could be performed for 64,684 of the QSAR-ready structures, whereas information was retrieved from the CompTox Chemicals Dashboard for 59,739 CAS numbers out of 69,526 inquiries. CECscreen is incorporated in the in silico fragmentation approach MetFrag.

Discussion
The CECscreen database can be used to prioritize annotation of CECs measured in non-targeted HRMS, facilitating the large-scale detection of CECs in human samples for exposome research. Large-scale detection of CECs can be further improved by integrating the present database with resources that contain CECs (metabolites) and meta-data measurements, further expansion towards in silico and experimental (e.g., MassBank) generation of MS/MS spectra, and development of bioinformatics approaches capable of using correlation patterns in the measured chemical features.","CECscreen is an annotation database for CECs in human biological samples.

CECscreen includes 70,397 structures, 306,071 simulated metabolites, and metadata.

CECscreen is openly accessible and is incorporated into Metfrag.

CECscreen facilitates large-scale detection of chemicals in exposome research.",https://www.sciencedirect.com/science/article/pii/S0160412021001367?via%3Dihub,https://doi.org/10.1016/j.envint.2021.106511
Biomarkers of effect as determined in human biomonitoring studies on hexavalent chromium and cadmium in the period 2008-2020,"Célia Ventura, Bruno Costa Gomes, Axel Oberemm, Henriqueta Louro, Pasi Huuskonen, Vicente Mustieles, Mariana F. Fernández, Sophie Ndaw, Marcel Mengelers, Mirjam Luijten, Claudia Gundacker, Maria João Silva",2021-03,Toxic metals;Cancer;Oxidative stress;Nephrotoxicity;Immunotoxicity;Mode of action;Adverse outcome pathway (AOP),"A number of human biomonitoring (HBM) studies have presented data on exposure to hexavalent chromium [Cr(VI)] and cadmium (Cd), but comparatively few include results on effect biomarkers. The latter are needed to identify associations between exposure and adverse outcomes (AOs) in order to assess public health implications. To support improved derivation of EU regulation and policy making, it is of great importance to identify the most reliable effect biomarkers for these heavy metals that can be used in HBM studies. In the framework of the Human Biomonitoring for Europe (HBM4EU) initiative, our study aim was to identify effect biomarkers linking Cr(VI) and Cd exposure to selected AOs including cancer, immunotoxicity, oxidative stress, and omics/epigenetics. A comprehensive PubMed search identified recent HBM studies, in which effect biomarkers were examined. Validity and applicability of the markers in HBM studies are discussed. The most frequently analysed effect biomarkers regarding Cr(VI) exposure and its association with cancer were those indicating oxidative stress (e.g., 8-hydroxy-2’-deoxyguanosine (8-OHdG), malondialdehyde (MDA), glutathione (GSH)) and DNA or chromosomal damage (comet and micronucleus assays). With respect to Cd and to some extent Cr, β-2-microglobulin (B2-MG) and N-acetyl-β-D-glucosaminidase (NAG) are well-established, sensitive, and the most common effect biomarkers to relate Cd or Cr exposure to renal tubular dysfunction. Neutrophil gelatinase-associated lipocalin (NGAL) and kidney injury molecule (KIM)-1 could serve as sensitive biomarkers of acute kidney injury in response to both metals, but need further investigation in HBM studies. Omics-based biomarkers, i.e., changes in the (epi-)genome, transcriptome, proteome, and metabolome associated with Cr and/or Cd exposure, are promising effect biomarkers, but more HBM data are needed to confirm their significance. The combination of established effect markers and omics biomarkers may represent the strongest approach, especially if based on knowledge of mechanistic principles. To this aim, also mechanistic data were collected to provide guidance on the use of more sensitive and specific effect biomarkers. This also led to the identification of knowledge gaps relevant to the direction of future research.",,https://www.sciencedirect.com/science/article/pii/S0013935121002929?via%3Dihub,https://doi.org/10.1016/j.envres.2021.110998
The European Human Biomonitoring Initiative (HBM4EU): Human biomonitoring guidance values for selected phthalates and a substitute plasticizer,"Rosa Lange, Petra Apel, Christophe Rousselle, Sandrine Charles, Fatoumata Sissoko, Marike Kolossa-Gehring, Eva Ougier",2021-03,Human biomonitoring; Phthalates; HBM4EU; Human biomonitoring guidance values (HBM-GV); Risk assessment; Chemical policy,"Ubiquitous use of plasticizers has led to a widespread internal exposure of the European population. Until today, metabolites are detected in almost every urine sample analysed. This raised the urgent need for a toxicological interpretation of the internal exposure levels. The European Human Biomonitoring Initiative (HBM4EU) contributes substantially to the knowledge on the actual exposure of European citizens to chemicals prioritised within HBM4EU, on their potential impact on health and on the interpretation of these data to improve policy making. On that account, human biomonitoring guidance values (HBM-GVs) are derived for the general population and the occupationally exposed population agreed at HBM4EU consortium level. These values can be used to assess phthalate exposure levels measured in HBM studies in a health risk assessment context. HBM-GVs were derived for five phthalates (DEHP, DnBP, DiBP, BBzP and DPHP) and for the non-phthalate substitute Hexamoll® DINCH. For the adult general population, the HBM-GVs for the specific metabolite(s) of the respective parent compounds in urine are the following: 0.5 mg/L for the sum of 5-oxo-MEHP and 5-OH-MEHP; 0.19 mg/L for MnBP, 0.23 mg/L for MiBP; 3 mg/L for MBzP; 0.5 mg/L for the sum of oxo-MPHP and OH-MPHP and 4.5 mg/L for the sum of OH-MINCH and cx-MINCH. The present paper further specifies HBM-GVs for children and for workers.","The European Human Biomonitoring Initiative HBM4EU derived at the HBM4EU consortium level mutually agreed human biomonitoring guidance values (HBM-GVs) for both the general and working population for five phthalates (DEHP, BBzP, DiBP, DnBP, DPHP) and for the general population only for the substitute plasticiser Hexamoll®DINCH.

HBM-GVs allow for a health-related interpretation of these compounds by comparing them to exposure biomarker levels measured in HBM studies and are thereby useful tools to improve human health risk assessment.·

An overall level of confidence (LoC) is attributed to each HBM-GV outlining the uncertainties in the data used for their derivation, and also highlighting research needs.",https://www.sciencedirect.com/science/article/pii/S1438463921000377?via%3Dihub,https://doi.org/10.1016/j.ijheh.2021.113722
"Chemical Exposure: European Citizens’ Perspectives, Trust, and Concerns on Human Biomonitoring Initiatives, Information Needs, and Scientific Results","Maria Uhl, Ricardo R. Santos, Joana Costa, Osvaldo Santos, Ana Virgolino, David S. Evans, Cora Murray, Maurice Mulcahy, Dorothy Ubong, Ovnair Sepai, Joana Lobo Vicente, Michaela Leitner, Silvia Benda-Kahri and Daniela Zanini-Freitag",2021-02,human biomonitoring; focus group; citizen reflections; chemical exposure; policy decision making,"Over the last few decades, citizen awareness and perception of chemical products has been a topic of interest, particularly concerning national and international policy decision makers, expert/scientific platforms, and the European Union itself. To date, few qualitative studies on human biomonitoring have analysed communication materials, made recommendations in terms of biomonitoring surveillance, or asked for feedback in terms of specific biomonitoring methods. This paper provides in-depth insight on citizens’ perceptions of knowledge of biomonitoring, impact of chemical exposure on daily life, and claims on how results of research should be used. Four semi-structured focus groups were held in Austria, Portugal, Ireland, and the United Kingdom (UK). The cross-sectional observational qualitative design of this study allows for better understanding of public concern regarding chemicals, application, and use of human biomonitoring. The main findings of this study include citizens’ clear articulation on pathways of exposure, the demand on stakeholders for transparent decision-making, and sensitivity in communication of results to the public. Validated and trustful communication is perceived as key to empowering citizens to take action. The results can be used to facilitate decision-making and policy development, and feeds into the awareness needs of similar and future projects in human biomonitoring. Furthermore, it also brings to light ideas and concepts of citizens’ in shaping collaborative knowledge between citizens’, experts, scientists, and policy makers on equal terms.",,https://www.mdpi.com/1660-4601/18/4/1532,https://doi.org/10.3390/ijerph18041532
Scoping review – the association between asthma and environmental chemicals,"Tiina Mattila, Tiina Santonen, Helle Raun Andersen, Andromachi Katsonouri, Tamás Szigeti, Maria Uhl, Wojciech Wąsowicz, Rosa Lange, Beatrice Bocca, Flavia Ruggieri, Marike Kolossa-Gehring, Denis A. Sarigiannis and Hanna Tolonen",2021-02,asthma; environmental chemicals; exposure; HBM4EU; occupation,"Asthma is one of the most common chronic diseases worldwide affecting all age groups from children to the elderly. In addition to other factors such as smoking, air pollution and atopy, some environmental chemicals are shown or suspected to increase the risk of asthma, exacerbate asthma symptoms and cause other respiratory symptoms. In this scoping review, we report environmental chemicals, prioritized for investigation in the European Human Biomonitoring Initiative (HBM4EU), which are associated or possibly associated with asthma. The substance groups considered to cause asthma through specific sensitization include: diisocyanates, hexavalent chromium Cr(VI) and possibly p-phenylenediamine (p-PDA). In epidemiological studies, polyaromatic hydrocarbons (PAHs) and organophosphate insecticides are associated with asthma, and phthalates, per- and polyfluoroalkyl substances (PFASs), pyrethroid insecticides, mercury, cadmium, arsenic and lead are only potentially associated with asthma. As a conclusion, exposure to PAHs and some pesticides are associated with increased risk of asthma. Diisocyanates and Cr(VI) cause asthma with specific sensitization. For many environmental chemicals, current studies have provided contradicting results in relation to increased risk of asthma. Therefore, more research about exposure to environmental chemicals and risk of asthma is needed.",,https://www.mdpi.com/1660-4601/18/3/1323,https://doi.org/10.3390/ijerph18031323
